event_id,failed_auth,bytes_out,unique_dst,rare_port_hits,process_entropy,label
E0461,0,2568.1561284911877,1,0,2.3388876661871523,normal
E0462,1,2111.405276956214,7,1,2.449506467872595,normal
E0463,0,3206.798853737287,9,0,1.8539107363756624,normal
E0464,2,3200.0059275455515,4,1,2.5879294003751334,normal
E0465,0,3348.007446228675,2,0,1.0825815234204235,normal
E0466,1,4916.541503255117,4,1,1.780030206250874,normal
E0467,1,3108.105254794803,7,0,2.9650524639052893,normal
E0468,1,2997.1931218193313,1,0,1.480361575251377,normal
E0469,10,437087.49450787366,49,8,5.431074191810888,anomaly
E0470,0,3127.6926332322846,6,0,1.0735179121081817,normal
E0471,0,4343.01033680278,1,1,2.7043308671188018,normal
E0472,0,2448.585744106002,6,0,2.693450179199862,normal
E0473,1,1321.2819418311167,4,0,2.150628002678217,normal
E0474,1,4323.027940045285,6,0,2.47900767951674,normal
E0475,1,2656.094302777869,8,0,2.544004158239404,normal
E0476,0,2668.213172383629,11,0,1.0120543047153878,normal
E0477,1,5028.417187878451,9,0,2.8107954930118915,normal
E0478,1,4063.1652916078365,1,0,1.967919529997583,normal
E0479,0,2990.567326724346,2,0,1.9019882232969505,normal
E0480,0,3609.6278181353955,11,0,1.1964242545960078,normal
E0481,1,2347.3104727157856,9,0,2.4605397343500597,normal
E0482,0,5208.652901476206,1,0,1.7127222885015791,normal
E0483,0,3446.5913267188575,10,0,2.7985090245494746,normal
E0484,0,6065.75615486913,8,0,2.9458205753263327,normal
E0485,0,6165.32019146214,5,0,2.7581546315458576,normal
E0486,1,2213.1390028297214,2,0,1.5492096420135786,normal
E0487,0,3785.4382755243523,9,0,2.69271931654939,normal
E0488,11,472944.58791988814,133,28,4.975028170685455,anomaly
E0489,0,1956.3670271562148,9,0,1.7101338696402508,normal
E0490,0,2807.369160321542,7,0,2.484964343826254,normal
E0491,0,3407.386207794465,7,0,2.3033148100283354,normal
E0492,0,2335.6252046006775,2,0,1.0629474167562158,normal
E0493,0,2884.7054249596877,11,0,1.9510640230989997,normal
E0494,26,299332.3517139353,191,23,6.448658928509129,anomaly
E0495,1,6677.454163001182,3,0,1.7625503032674108,normal
E0496,0,3559.799831619892,4,0,2.715614620027742,normal
E0497,1,2913.115545750379,8,0,2.4385065413195957,normal
E0498,0,3853.363345079902,7,0,1.7637124254527246,normal
E0499,0,2031.6985068577458,4,0,1.274487872962859,normal
E0500,0,7871.950869982811,7,0,2.9343363544204717,normal
E0501,0,2769.802757154205,6,0,2.9782116470347058,normal
E0502,0,2286.8672040221113,5,1,2.3370288850082455,normal
E0503,1,4443.49742357673,2,1,1.6533422761936991,normal
E0504,1,2494.82097944722,2,0,1.6368472506424805,normal
E0505,0,3100.1891212622813,10,0,1.0193515707557133,normal
E0506,0,1721.633934256868,2,0,2.0976292119485,normal
E0507,0,1619.7251188529992,2,2,2.5637395898009263,normal
E0508,0,1534.4515231345008,6,0,2.611238052296326,normal
E0509,0,5543.471982575722,3,0,2.2392628710248994,normal
E0510,1,3385.4098681919845,1,0,1.8997886504486223,normal
E0511,0,1852.5349787410437,5,1,2.124039161331874,normal
E0512,0,3355.7176576413513,5,1,1.371920024445163,normal
E0513,0,4330.653080790227,5,0,2.3406878823221953,normal
E0514,3,2517.792523986638,2,0,2.0623458691349725,normal
E0515,1,2864.949351864357,9,0,2.1984578922691522,normal
E0516,0,5531.229163455661,2,0,1.6362552993077617,normal
E0517,0,4249.034738666364,4,0,1.2251867363329587,normal
E0518,0,3242.340836888184,5,0,1.33636311210233,normal
E0519,0,5223.858489468473,8,0,1.4925651882906739,normal
E0520,0,2968.1185484125053,4,1,1.121945544127983,normal
E0521,0,1987.3726630721,9,0,1.8471536675394697,normal
E0522,1,2266.8756851469857,1,0,2.1364673335865483,normal
E0523,0,2450.322373228048,10,0,1.7922057150463149,normal
E0524,0,2476.9440633953513,4,0,1.0711124659681832,normal
E0525,0,3495.3833607490587,9,0,1.4940070420591247,normal
E0526,20,335625.7250942888,143,5,5.223241690166694,anomaly
E0527,0,4392.039911554793,9,0,1.0320785739090277,normal
E0528,0,2622.458259991059,11,0,1.5003847088000022,normal
E0529,0,3273.3676812491904,1,0,2.0801826599820994,normal
E0530,1,3775.958293202045,2,0,2.6231584656378155,normal
E0531,0,2271.7832748332708,11,0,2.57838357464644,normal
E0532,12,616908.3398952155,110,19,6.34738377013926,anomaly
E0533,0,2231.515491659991,6,0,2.339465446215872,normal
E0534,0,2426.2544983850426,10,1,1.8920863455820958,normal
E0535,0,2222.1509337853086,10,0,1.2388900278084038,normal
E0536,0,3714.94822661046,3,0,2.6580009885147255,normal
E0537,0,2575.3163264511186,1,1,2.888553563672017,normal
E0538,0,4783.607160097033,4,1,1.6565969493469603,normal
E0539,1,2828.8832169182733,2,1,1.9364899972862764,normal
E0540,0,2162.9922499673826,8,0,1.5651417306722832,normal
E0541,34,406632.63562294876,62,24,5.130937492057784,anomaly
E0542,1,2961.1399651347433,4,0,2.111993599326173,normal
E0543,0,1389.3185713930975,6,0,2.574433940668457,normal
E0544,30,916248.1580344257,64,28,4.012612872221749,anomaly
E0545,0,3316.6526356093086,9,1,2.706363088539746,normal
E0546,0,1467.0865363629384,2,1,2.2801439477640937,normal
E0547,1,4575.756871359343,2,0,2.217792344877403,normal
E0548,0,2436.956681726456,11,0,2.2152308396943114,normal
E0549,0,2809.503035751548,11,0,1.2916534968853108,normal
E0550,1,2693.381316150449,2,1,1.800836040570653,normal
E0551,0,1863.6530097684795,11,0,2.1003185640470328,normal
E0552,21,259527.9093672464,50,19,5.733534513300567,anomaly
E0553,0,3009.3040522990327,8,1,2.6163052644265994,normal
E0554,0,3200.0548373278093,8,0,1.7952898821126126,normal
E0555,1,3513.8450686193473,7,2,2.0278436103935658,normal
E0556,0,2201.6385624603777,2,0,1.3701344887997617,normal
E0557,1,1961.5160700508998,8,0,2.851028054830505,normal
E0558,0,3197.6126678322657,5,0,2.111051744335091,normal
E0559,0,2787.47285859344,8,0,1.670557951439235,normal
E0560,1,2600.738963668317,7,0,2.4109897163479124,normal
E0561,0,2761.884526750985,9,2,2.330367780130805,normal
E0562,0,3811.8743334833043,2,0,1.7472569739199244,normal
E0563,0,3541.5160542379626,7,0,2.652676862838671,normal
E0564,1,4207.672001554249,7,1,2.1870973569500025,normal
E0565,0,3641.0691588115633,5,0,1.3781351630511112,normal
E0566,0,3966.1089193369785,10,0,1.833351429510805,normal
E0567,0,2580.1145169638557,10,0,2.1801341917671673,normal
E0568,1,2747.127214048221,6,1,1.397450270204531,normal
E0569,0,5053.452388355279,2,0,2.9909947380603716,normal
E0570,0,1954.761755110654,8,0,2.1689377615578698,normal
E0571,0,3790.8288911135724,5,1,1.7607136058328698,normal
E0572,0,2665.634348754864,1,1,1.5576996179210576,normal
E0573,0,2077.030983777941,11,0,1.192437387457225,normal
E0574,0,4121.558912024456,7,0,2.56942354933115,normal
E0575,1,2608.6248107992296,7,0,1.5042346756820222,normal
E0576,1,3566.2499823056064,11,0,2.7633005011219858,normal
E0577,0,4098.051280650526,10,0,1.1627498827797884,normal
E0578,0,2411.530756105426,6,0,2.106956388310835,normal
E0579,8,182559.16969193326,194,14,6.064138033203745,anomaly
E0580,2,5178.984164254314,1,0,1.2625123398734606,normal
E0581,0,2559.344578891544,1,1,2.4593624371582608,normal
E0582,26,592415.9252895095,144,29,4.017074548957782,anomaly
E0583,0,2275.4203457696303,8,0,2.7219346036083474,normal
E0584,18,226732.6336400049,132,16,6.28284530026048,anomaly
E0585,9,228260.70630343017,171,19,4.164573857476918,anomaly
E0586,0,1204.3566590848277,2,1,1.848122939612502,normal
E0587,0,8634.235927837055,9,0,2.4094747503265617,normal
E0588,0,2362.153537936708,5,2,2.4317094340582006,normal
E0589,2,1528.772939549175,10,0,1.7376013928695457,normal
E0590,1,3579.1743782540075,2,0,1.4914968476918586,normal
E0591,23,135320.2851973051,140,25,4.36402323875477,anomaly
E0592,0,2271.163760141356,4,0,1.1185553585699817,normal
E0593,1,2624.5383331622365,1,0,1.8853923856725836,normal
E0594,1,2552.3515145923234,2,0,1.169251759831907,normal
E0595,0,5733.275989935631,3,0,2.4862993174164623,normal
E0596,0,1700.2352274780849,8,0,1.0161150998240958,normal
E0597,0,3714.990729151741,9,0,1.5375317106287423,normal
E0598,21,430583.01243587694,176,11,4.171964261402312,anomaly
E0599,2,2936.220401299769,10,0,1.315196462448473,normal
E0600,0,2542.062995851032,2,0,1.447926095014043,normal
E0601,1,1808.2302159806397,1,0,1.1108893016707715,normal
E0602,0,3255.485137836091,8,0,2.717967913600374,normal
E0603,0,2231.768856065216,9,0,1.6505576725701028,normal
E0604,0,3996.5003466018825,11,0,2.741277539855349,normal
E0605,0,3100.5039863437396,10,0,2.732877497687757,normal
E0606,1,2127.797113565628,2,0,2.277865185669264,normal
E0607,27,516681.8040569851,146,6,4.3756568670849365,anomaly
E0608,1,3482.596523166149,4,1,2.241002558459612,normal
E0609,0,2341.45103508091,2,1,1.5732514519469012,normal
E0610,0,3651.456197842404,4,1,1.1790028307066398,normal
E0611,0,1678.9078839011563,11,0,2.322525827979094,normal
E0612,18,201841.09203152746,98,26,5.070695226270087,anomaly
E0613,0,5106.6662537245775,4,0,1.937524300140305,normal
E0614,12,237657.8134639904,82,23,4.347881473339581,anomaly
E0615,0,1904.1000071058324,1,0,1.677704772249982,normal
E0616,1,2773.369430246486,3,0,2.9039501893649184,normal
E0617,0,2123.0142409773102,7,0,2.7415688812597336,normal
E0618,1,3001.8270336056485,11,0,1.4985864308660468,normal
E0619,1,6612.222426049241,11,0,1.5987492543183865,normal
E0620,0,3027.2266627089543,4,0,1.678111915131254,normal
E0621,1,2759.3225359508333,10,0,1.0892056589167007,normal
E0622,0,1806.7417897767002,9,0,2.5568289917871843,normal
E0623,0,1489.8498964097794,6,0,2.941898557296857,normal
E0624,1,1514.8377225067145,10,1,2.8577715362072964,normal
E0625,38,296463.07009951596,78,24,5.336840955436182,anomaly
E0626,1,1723.522945411851,4,0,1.007539949521934,normal
E0627,0,3822.9554654211856,2,0,1.9081455101784788,normal
E0628,1,2620.520049371854,1,0,1.55748048701584,normal
E0629,20,367434.3177804713,62,16,4.833578556858404,anomaly
E0630,0,2012.1670268511568,10,0,2.5406501398686867,normal
E0631,0,2353.096949979325,3,0,1.7150708798499612,normal
E0632,1,3179.1708167279608,5,0,1.7265978215363673,normal
E0633,1,5527.66395467472,4,0,2.5844594788939395,normal
E0634,0,1614.5287628077301,6,0,2.070912877574073,normal
E0635,0,4894.337217968603,3,0,1.3598073340827936,normal
E0636,0,2652.3867346223246,1,0,1.101358957732403,normal
E0637,0,2186.982097445122,5,0,1.8208619241034358,normal
E0638,1,3690.1057057311555,7,0,2.7606956701723853,normal
E0639,1,1835.8450987639183,6,0,2.8055412005050044,normal
E0640,0,1844.571099024021,9,0,2.803349937686299,normal
E0641,0,2412.5851638248632,11,0,2.5138462187994426,normal
E0642,0,2047.6471772376185,2,0,1.3419121652365975,normal
E0643,0,3939.919172804006,7,0,1.6074975571097103,normal
E0644,0,2236.39064944714,3,0,2.7115310523391853,normal
E0645,0,1775.4192125485051,9,1,1.8043382998431845,normal
E0646,0,3318.232437524419,2,0,1.389915235027779,normal
E0647,17,653363.8742923107,127,28,4.494677643405535,anomaly
E0648,1,2371.482023681803,1,0,2.4042220389077724,normal
E0649,38,707037.6345697427,192,15,5.074164731130114,anomaly
E0650,0,1580.8905012847224,3,0,2.10366685004153,normal
E0651,1,2435.112591750907,7,0,1.6219762614132502,normal
E0652,13,303643.1454089428,131,18,6.168334768198104,anomaly
E0653,0,4563.016301287674,10,0,2.1174922592819323,normal
E0654,1,3530.0566349399833,2,0,2.6741493578352022,normal
E0655,1,6037.489516076137,10,1,1.6210685590232676,normal
E0656,0,3077.7920167695543,11,1,1.933710140110279,normal
E0657,0,2364.3071032021976,5,0,2.85075359459095,normal
E0658,0,3596.2972214197634,10,0,1.4829710738914366,normal
E0659,0,2987.10598642248,1,0,2.0013291285562267,normal
E0660,1,3854.7900068715385,11,0,1.9019321327481118,normal
E0661,1,3068.1592901273775,10,0,2.9721833002095197,normal
E0662,0,3195.3845284390923,9,1,2.3147646061107947,normal
E0663,0,4713.844404810217,5,0,2.877274298032633,normal
E0664,0,3630.3870970479184,1,1,2.468551890243387,normal
E0665,0,2711.534814555768,5,0,1.7886932717387367,normal
E0666,25,239591.8382525463,173,13,4.230914574153147,anomaly
E0667,0,5277.912325282889,1,0,1.3586861414284208,normal
E0668,1,2396.987161552842,6,0,1.38302273344465,normal
E0669,1,1327.008415852478,9,0,2.5301189133635935,normal
E0670,0,2075.955660160172,8,0,2.896385216439384,normal
E0671,0,1895.9369778244052,1,0,2.1732709656665667,normal
E0672,0,1953.590297362279,11,0,1.1491538430459942,normal
E0673,1,4078.1466595321667,11,0,1.0785233504350196,normal
E0674,0,3122.3108654058046,3,0,1.7528389441929908,normal
E0675,1,2270.090148086642,7,0,1.3489722607224195,normal
E0676,0,3119.1998265483553,3,0,1.1341856467303801,normal
E0677,0,3089.164771631591,8,0,1.9532192542946665,normal
E0678,0,2203.639273522917,6,0,1.2532203853760548,normal
E0679,0,2374.3567978885467,2,0,2.0969295734925884,normal
E0680,0,3933.228067770645,1,0,1.1906950359496113,normal
E0681,0,1762.911450952006,9,1,1.6765112810944514,normal
E0682,0,4872.4426877873075,5,1,1.865776968463776,normal
E0683,0,5070.250096216402,9,0,1.7691024771195474,normal
E0684,0,4330.931904041965,7,0,2.263544087781483,normal
E0685,1,2661.1286720476064,3,0,2.1051439141760415,normal
E0686,0,1370.6929053936678,1,0,1.530899298427894,normal
E0687,0,4148.157691426205,11,0,1.463964273905347,normal
E0688,0,3289.895822319502,3,1,1.2804429298713011,normal
E0689,1,4145.247565414479,7,0,2.6498403177896552,normal
E0690,0,2851.2779879275904,6,0,1.5140919443489098,normal
E0691,18,256584.02413504297,108,19,6.041374880124334,anomaly
E0692,2,3214.3771253944706,1,0,1.153309762452404,normal
E0693,1,3982.4408748195056,11,0,1.203224541744154,normal
E0694,1,2896.476728795454,8,1,2.3221372489676657,normal
E0695,1,4095.5734755950625,8,1,2.7981366968996966,normal
E0696,0,3354.4467756007575,6,0,2.1668181158112163,normal
E0697,20,312483.7020086309,172,27,6.1457088985303985,anomaly
E0698,1,1240.4550229079355,7,0,2.964075229758583,normal
E0699,0,2126.2728036697313,11,1,2.3636525930098804,normal
E0700,0,3163.2183986305354,9,0,2.1522444997230554,normal
E0701,0,1960.5751395114341,6,1,1.802863964241125,normal
E0702,1,4903.704204885402,1,0,2.8502742792084996,normal
E0703,0,4847.001289057112,7,0,2.9084952171889897,normal
E0704,0,5875.2500969677085,4,0,2.435265219253004,normal
E0705,1,1647.794019996489,8,0,2.071737578713301,normal
E0706,27,319517.26399254304,64,27,4.225562860633458,anomaly
E0707,0,2663.2683216078035,9,0,2.0755499502474457,normal
E0708,2,2648.0699625066877,10,0,2.7238313137534087,normal
E0709,1,3480.3944212430456,6,0,2.680256888002152,normal
E0710,0,2461.9244756493754,10,0,2.1533468023752085,normal
E0711,21,1544949.7864288094,76,6,4.6447410616023275,anomaly
E0712,0,2517.9230428943424,2,0,2.890411010988765,normal
E0713,1,2607.081725202143,9,0,1.82334645113175,normal
E0714,0,1983.8311199427537,11,0,2.311098868342949,normal
E0715,1,2902.6506826911987,9,0,2.6275918111088616,normal
E0716,0,1479.7484874456566,9,1,2.4833569281104175,normal
E0717,1,3078.8349929526435,4,0,1.3834696625417169,normal
E0718,0,2741.3245807821872,1,0,2.618253285942613,normal
E0719,0,1844.9454614918536,6,0,2.645649430701707,normal
E0720,0,2741.582878126483,1,0,1.8227005414037338,normal
E0721,1,3892.052690974216,1,0,1.3821794531267304,normal
E0722,1,3197.7920628456945,7,0,2.269428109339602,normal
E0723,3,2093.0972444136505,7,0,2.855300736958566,normal
E0724,1,1566.6110056291895,5,0,1.5708672156823764,normal
E0725,2,3147.294235641483,3,0,2.573039283386728,normal
E0726,1,3250.202291051353,10,0,2.94928143213236,normal
E0727,1,2415.3863653013887,7,0,1.9885852588132624,normal
E0728,1,5207.87372111765,6,2,2.905918702325902,normal
E0729,0,2954.2497714621836,2,0,2.4964031556564583,normal
E0730,14,384529.5034195656,84,21,6.07752012225322,anomaly
E0731,0,2841.359432264542,4,0,1.88359159338123,normal
E0732,0,1126.6174678777397,9,0,1.0453623909710654,normal
E0733,1,2803.082100526199,4,2,1.8009281154734909,normal
E0734,1,2083.9418943873225,4,0,2.764557502398983,normal
E0735,0,1724.2646329787137,3,1,2.7164958287395615,normal
E0736,1,6021.39013447857,4,0,1.2275272154748003,normal
E0737,0,2521.724380589587,10,0,1.3948176930666298,normal
E0738,0,1777.7288560500044,3,1,1.075897632296434,normal
E0739,0,4896.77261646507,8,0,2.56978446046063,normal
E0740,0,1683.6002625782705,3,1,2.869411422330611,normal
E0741,12,524196.902539929,74,5,5.746394564933818,anomaly
E0742,0,4080.968201789783,8,0,1.6830198783518329,normal
E0743,12,297996.72034901375,197,23,5.471300603214614,anomaly
E0744,0,3440.2809293538758,6,0,2.7291476069850633,normal
E0745,19,135213.17093458408,102,8,5.998457270004842,anomaly
E0746,0,2352.2846442326495,11,0,2.2270205446888154,normal
E0747,0,2727.5927205672238,7,0,1.033256100589855,normal
E0748,1,2785.9919903375253,7,0,1.432799263073825,normal
E0749,24,128475.02608248402,59,22,5.531159898376785,anomaly
E0750,14,227051.17686098337,66,8,5.886041020950239,anomaly
E0751,0,2812.436680407022,3,0,1.6012347180879367,normal
E0752,0,1895.49073573121,3,1,1.0952774442551618,normal
E0753,0,3016.846441709467,9,0,2.468593724359119,normal
E0754,0,2385.418447884817,1,0,1.4809993565965318,normal
E0755,0,4505.746704968261,5,0,1.807878405174637,normal
E0756,0,3232.9700680669935,10,0,1.284497148205349,normal
E0757,0,3865.464190071349,8,0,1.5439561305736618,normal
E0758,1,3486.4931337369076,6,0,2.589543894985594,normal
E0759,0,2018.4739845146971,7,1,1.4200648910081939,normal
E0760,27,351957.9148734937,164,29,5.77960800152254,anomaly
E0761,35,678226.1685831328,101,12,5.850633676290582,anomaly
E0762,0,1459.618205511711,6,1,2.3484862179036368,normal
E0763,35,169753.45369979122,76,22,4.56216940715955,anomaly
E0764,1,1463.26881143682,5,0,2.3582706828954634,normal
E0765,0,2253.516617450562,1,0,2.8397941546631613,normal
E0766,1,4049.5364193218234,7,0,2.59363014728382,normal
E0767,1,2772.772904188823,4,1,1.7920215056586721,normal
E0768,0,2718.188576575012,8,0,1.9582820192789567,normal
E0769,0,2482.27116211639,5,0,1.5056312462800971,normal
E0770,0,2269.3062851437962,2,0,2.0613345538982726,normal
E0771,0,3909.5999469554868,4,0,1.3758951658227134,normal
E0772,1,1457.6464351424352,3,0,2.786150044522869,normal
E0773,0,1408.1874205684574,2,1,1.0599955125027576,normal
E0774,0,2731.0053138428325,7,1,2.8454157514625846,normal
E0775,0,1901.732689816961,9,0,1.8844902217818846,normal
E0776,0,4123.843912373758,7,0,1.9064665322314505,normal
E0777,0,1947.6989303493897,6,0,2.539456340656786,normal
E0778,1,1837.3650595484305,7,0,2.7452248912659387,normal
E0779,0,2679.024802936091,8,0,1.7059166631306641,normal
E0780,10,321487.02231389517,57,18,4.24413681738259,anomaly
E0781,0,1578.7613480419475,4,0,1.5578404829547454,normal
E0782,0,2195.1197252547445,2,1,1.5094943410232342,normal
E0783,1,2524.4096235688407,9,0,2.1474808240476637,normal
E0784,1,2208.2850277747816,1,0,1.6629661555715551,normal
E0785,0,2984.7943159002,2,0,1.14132961032562,normal
E0786,2,3961.833508156784,6,0,2.4619359966155088,normal
E0787,1,2692.7633644350954,9,1,2.9966325372517746,normal
E0788,0,3692.7729026462366,4,1,1.5944165670033361,normal
E0789,0,3430.1745834514413,2,0,2.8584458201976983,normal
E0790,2,9047.224181166685,3,1,1.998093766872857,normal
E0791,0,2873.330227316098,2,0,2.264583671411224,normal
E0792,0,3845.7752526560193,1,0,1.251958611712144,normal
E0793,1,4057.3358465338297,3,0,2.9382863035575126,normal
E0794,0,2322.552005569474,11,0,1.0842847477827613,normal
E0795,1,4109.401199513787,8,0,1.521554538057817,normal
E0796,0,3442.4573295727423,9,0,1.086609635309433,normal
E0797,0,3563.894275687112,9,0,1.4281156741957484,normal
E0798,1,2233.4692032548733,6,0,2.7924239901476975,normal
E0799,13,82158.88474276455,162,29,5.043700329072882,anomaly
E0800,0,3909.0234340306083,10,0,1.130528975596672,normal
E0801,0,4402.47764461664,10,1,1.213791833278941,normal
E0802,0,3518.56053137613,1,0,2.8729010200431357,normal
E0803,1,1984.2873893640476,5,0,1.7236415209865708,normal
E0804,21,233577.82674324987,77,18,6.362541848275515,anomaly
E0805,0,5274.641843735393,4,1,2.291651161122411,normal
E0806,0,2994.498885681107,10,0,1.15318380798704,normal
E0807,0,2428.8552757222374,1,0,2.4831663775185566,normal
E0808,1,1737.5788807889778,4,0,1.9681747243456686,normal
E0809,0,3670.289571583524,2,0,2.595081309362582,normal
E0810,1,3878.033224779545,7,1,1.156200062997664,normal
E0811,0,2673.9559622673005,4,0,1.1766340032357874,normal
E0812,0,3557.7174769944113,9,0,2.1814754729028967,normal
E0813,0,1699.9802325528149,4,0,2.887144238912696,normal
E0814,0,2285.653208622055,3,0,2.3824448985013613,normal
E0815,0,2390.205231632641,9,0,1.6628266688105584,normal
E0816,0,1497.5234077669002,4,0,2.6799930598511406,normal
E0817,0,4053.367859045231,5,0,2.1319941550381185,normal
E0818,1,4393.646197707249,6,0,1.7253849777047556,normal
E0819,1,2473.8461600400487,8,1,2.832725807847182,normal
E0820,0,2493.916761249764,8,0,1.1697860238059175,normal
E0821,1,2205.8684191807797,2,0,2.5956950192858645,normal
E0822,16,200768.14755283648,160,20,5.789410679942733,anomaly
E0823,0,2574.100649145204,3,0,1.3731261906408594,normal
E0824,0,3346.6586785351637,9,0,2.531650824193739,normal
E0825,1,2570.667884103452,11,0,2.534335445033268,normal
E0826,0,3375.2203329231634,6,0,2.0025156505276276,normal
E0827,24,271400.9446469365,172,28,6.330656274610053,anomaly
E0828,0,3391.656836763678,10,0,2.768729568704037,normal
E0829,0,4037.260389464387,1,1,2.4039813046201943,normal
E0830,1,3577.3821168364866,9,1,1.4835345918891338,normal
E0831,1,6811.126698006182,4,0,1.500342550926407,normal
E0832,0,1971.4505048080994,10,0,2.6209383935732937,normal
E0833,19,166740.60805657448,156,26,5.464842922073769,anomaly
E0834,0,1520.8620147733202,2,0,2.11722755517323,normal
E0835,1,3008.0993632440327,8,0,2.994816831650952,normal
E0836,0,1084.106045282413,6,0,1.4276085690377136,normal
E0837,0,4504.456022150043,2,0,1.4595577953741505,normal
E0838,0,4487.195447988571,5,0,2.620788130463989,normal
E0839,1,8585.782208525106,7,0,1.2627591701680474,normal
E0840,0,4781.833399450182,3,1,1.3314775560048424,normal
E0841,3,2341.7204419972522,4,0,2.213563558928671,normal
E0842,0,3883.852159825037,9,0,1.3739276866751264,normal
E0843,0,5329.866059049471,1,1,2.7719740407401634,normal
E0844,0,4356.129882892932,3,1,1.7505292430298398,normal
E0845,0,6557.8066899070045,8,1,1.076354190314403,normal
E0846,2,3599.4804541112417,10,0,1.6878717467984,normal
E0847,0,2316.009181036911,1,0,1.0124707823205008,normal
E0848,0,3197.500468342619,5,0,2.88188855431326,normal
E0849,1,3536.796024833441,3,0,1.1395774380396038,normal
E0850,2,3167.8881269905073,8,0,2.9831889943474925,normal
E0851,1,2758.8110621644096,7,0,1.1376015772770909,normal
E0852,1,5381.881915751138,5,0,1.2053221811663248,normal
E0853,0,3434.132365804269,9,0,2.52182767399915,normal
E0854,0,3976.438741902849,8,0,2.5729645295855277,normal
E0855,1,2517.5507521769105,3,0,2.7941648362335934,normal
E0856,0,2696.967765078304,5,0,1.79274171062921,normal
E0857,0,4829.8731611833455,7,0,2.2318348432925688,normal
E0858,0,3165.2407183760633,8,0,2.46910430974426,normal
E0859,2,3962.7796343283158,3,0,2.305258691948856,normal
E0860,1,2328.5085731094164,1,0,2.9683934748526117,normal
E0861,0,2092.8931022618904,11,1,2.810089243452258,normal
E0862,0,5518.205113869422,10,0,1.8123778896670093,normal
E0863,0,2110.315597174439,6,0,2.6973500076598174,normal
E0864,0,6899.866863106211,1,0,1.890161235141335,normal
E0865,0,2761.54393685089,11,0,2.269892714716591,normal
E0866,0,3511.516654100912,3,0,1.2131597618362042,normal
E0867,1,2954.558576621012,7,0,1.8432965715026732,normal
E0868,18,789411.1565157772,195,11,6.469866226354279,anomaly
E0869,0,2358.4966644982846,1,0,2.736596141632812,normal
E0870,0,5775.218327854303,4,0,2.8027946157061745,normal
E0871,0,2710.6210202560424,8,0,1.2091526626004112,normal
E0872,0,2774.036873660464,3,1,1.928478222557898,normal
E0873,3,6830.891166335148,9,0,1.2018710066288076,normal
E0874,0,3447.3790442368795,1,1,1.857802502156135,normal
E0875,0,2001.9291934048538,7,0,1.367436102890243,normal
E0876,2,1947.8734483685294,11,0,1.7368512328895385,normal
E0877,0,2346.100553344574,9,0,1.5923199710382279,normal
E0878,0,2612.4164673036216,2,0,2.9522173424933267,normal
E0879,0,4827.432673878559,3,0,1.1721842113572072,normal
E0880,0,5250.988654141895,3,0,1.4316311139880034,normal
E0881,0,2167.03302051538,4,0,2.6143057566789936,normal
E0882,0,2000.2068789241475,5,0,2.415785433022812,normal
E0883,0,2303.379582386952,3,0,1.277269940381827,normal
E0884,2,3770.606438858911,6,0,1.3277598996634108,normal
E0885,1,3010.947027072326,7,0,1.5423766602074038,normal
E0886,0,3310.769527677157,4,0,2.3367825994131985,normal
E0887,0,3742.4997663784443,9,0,1.717226741287505,normal
E0888,2,4763.477386431744,2,1,1.6292407183886877,normal
E0889,0,1716.616078208811,7,0,2.335957020069797,normal
E0890,1,1367.8518090794778,8,0,2.734364774772544,normal
E0891,0,2546.6858527052464,9,0,1.8710580768963587,normal
E0892,0,2706.1590556840665,4,0,1.8088866492558007,normal
E0893,0,1777.6514226752327,10,0,1.7863691075328596,normal
E0894,0,6496.042811867418,5,0,1.2779811485836914,normal
E0895,1,2859.4814914677436,3,0,2.881818097716207,normal
E0896,1,4840.6099944013,7,0,1.1331339881638953,normal
E0897,0,1647.471545016275,4,1,1.706272615796914,normal
E0898,0,2899.263353210344,2,0,2.7278133581506436,normal
E0899,0,1320.3462009622813,1,0,2.7096515431169195,normal
E0900,0,2793.1662567123703,6,0,2.2042469207421345,normal
E0901,0,2794.5045632020556,5,0,1.3801900622858945,normal
E0902,1,2910.441674325427,1,0,2.217446828498801,normal
E0903,0,3454.459575258675,4,0,2.9397776903823285,normal
E0904,0,2382.7359277932665,6,0,1.2579586484231076,normal
E0905,0,3038.8179937322957,1,0,1.1745960998301748,normal
E0906,1,1598.9442691496813,4,0,1.0027808582443283,normal
E0907,0,5901.880825024034,9,0,1.4648483357213689,normal
E0908,1,2495.600364710471,1,0,1.1956593473046486,normal
E0909,0,2185.53356390621,6,0,2.0758455357990115,normal
E0910,0,2250.2766231300716,4,0,2.5305076945465768,normal
E0911,1,2099.7688724972018,3,0,2.5583975484853836,normal
E0912,0,1932.7844729191906,8,1,1.8982889933939657,normal
E0913,1,1821.2862705313407,6,1,1.8942619130176457,normal
E0914,0,3151.34543677061,9,0,1.2782903722232712,normal
E0915,0,1217.003711327238,7,1,1.4873712123224203,normal
E0916,1,3176.47966835251,2,0,1.279700893321257,normal
E0917,1,2981.3278716741665,9,0,1.7024533321108268,normal
E0918,0,4021.520614253082,4,0,2.5161019947008834,normal
E0919,0,1860.1845960776927,3,0,2.7360562410534586,normal
E0920,0,2409.1144956245157,6,0,1.626373704778534,normal
E0921,0,3457.994479736632,3,0,1.116836765711363,normal
